Date,SPY,INTL,IEF
2001-01-02,81.9976577758789,,
2001-01-03,85.9364013671875,,
2001-01-04,85.01133728027344,,
2001-01-05,82.2363510131836,,
2001-01-08,82.8729248046875,,
2001-01-09,82.6540756225586,,
2001-01-10,84.10630798339844,,
2001-01-11,84.18584442138672,,
2001-01-12,84.02670288085938,,
2001-01-16,84.56378936767578,,
2001-01-17,84.95172119140625,,
2001-01-18,85.7971420288086,,
2001-01-19,85.30982208251953,,
2001-01-22,85.87671661376953,,
2001-01-23,86.55307006835938,,
2001-01-24,86.81169128417969,,
2001-01-25,86.5928726196289,,
2001-01-26,86.49340057373047,,
2001-01-29,86.95489501953125,,
2001-01-30,87.71878051757812,,
2001-01-31,87.22225189208984,,
2001-02-01,87.80152130126953,,
2001-02-02,85.80907440185547,,
2001-02-05,86.43928527832031,,
2001-02-06,86.18464660644531,,
2001-02-07,85.73905944824219,,
2001-02-08,84.73965454101562,,
2001-02-09,83.92486572265625,,
2001-02-12,84.88606262207031,,
2001-02-13,84.19220733642578,,
2001-02-14,84.06490325927734,,
2001-02-15,84.87972259521484,,
2001-02-16,83.00820922851562,,
2001-02-20,81.72871398925781,,
2001-02-21,79.96541595458984,,
2001-02-22,80.08637237548828,,
2001-02-23,79.5452880859375,,
2001-02-26,81.23853302001953,,
2001-02-27,80.48741912841797,,
2001-02-28,78.90234375,,
2001-03-01,79.3161392211914,,
2001-03-02,78.6858901977539,,
2001-03-05,79.40523529052734,,
2001-03-06,80.25821685791016,,
2001-03-07,80.83114624023438,,
2001-03-08,80.9202651977539,,
2001-03-09,78.52677154541016,,
2001-03-12,75.16570281982422,,
2001-03-13,76.40068054199219,,
2001-03-14,74.89197540283203,,
2001-03-15,74.91110229492188,,
2001-03-16,73.4085693359375,,
2001-03-19,74.90213775634766,,
2001-03-20,72.8915786743164,,
2001-03-21,71.65330505371094,,
2001-03-22,70.92562103271484,,
2001-03-23,73.07029724121094,,
2001-03-26,74.00218200683594,,
2001-03-27,75.51487731933594,,
2001-03-28,73.4277114868164,,
2001-03-29,73.70854949951172,,
2001-03-30,74.48091125488281,,
2001-04-02,72.8915786743164,,
2001-04-03,70.45972442626953,,
2001-04-04,70.75330352783203,,
2001-04-05,73.43412017822266,,
2001-04-06,72.31710815429688,,
2001-04-09,73.121337890625,,
2001-04-10,74.4553451538086,,
2001-04-11,74.5064468383789,,
2001-04-12,75.85958099365234,,
2001-04-16,75.06172180175781,,
2001-04-17,76.12127685546875,,
2001-04-18,79.1467056274414,,
2001-04-19,80.19983673095703,,
2001-04-20,79.46587371826172,,
2001-04-23,78.0233383178711,,
2001-04-24,77.60206604003906,,
2001-04-25,78.61691284179688,,
2001-04-26,78.9679946899414,,
2001-04-27,80.2828369140625,,
2001-04-30,80.84453582763672,,
2001-05-01,81.09344482421875,,
2001-05-02,80.94666290283203,,
2001-05-03,79.91899871826172,,
2001-05-04,81.27859497070312,,
2001-05-07,80.57645416259766,,
2001-05-08,80.53813171386719,,
2001-05-09,80.19983673095703,,
2001-05-10,80.43602752685547,,
2001-05-11,79.88076782226562,,
2001-05-14,80.04027557373047,,
2001-05-15,80.41051483154297,,
2001-05-16,82.30618286132812,,
2001-05-17,82.4338150024414,,
2001-05-18,82.8104019165039,,
2001-05-21,84.02954864501953,,
2001-05-22,83.92105102539062,,
2001-05-23,82.4976577758789,,
2001-05-24,82.74024200439453,,
2001-05-25,81.7636489868164,,
2001-05-29,81.11261749267578,,
2001-05-30,79.97647857666016,,
2001-05-31,80.391357421875,,
2001-06-01,80.88919067382812,,
2001-06-04,81.27859497070312,,
2001-06-05,82.21045684814453,,
2001-06-06,81.52749633789062,,
2001-06-07,81.82110595703125,,
2001-06-08,81.06150817871094,,
2001-06-11,80.48710632324219,,
2001-06-12,80.34666442871094,,
2001-06-13,79.65738677978516,,
